id,Tip restavracije 
8117,Japanese
8118,Mexican
8119,Pizza
8119,Bakeries
8119,Italian
8120,Japanese
8120,Asian Fusion
8120,Tapas/Small Plates
8121,American (New)
8121,Gastropubs
8121,Pubs
8122,Seafood Markets
8122,Seafood
8123,Japanese
8123,Ice Cream & Frozen Yogurt
8124,Diners
8124,American (New)
8124,Breakfast & Brunch
8125,French
8125,Seafood
8126,Steakhouses
8127,Wine Bars
8127,Tapas/Small Plates
8128,Mexican
8128,Cocktail Bars
8129,Seafood
8129,Fish & Chips
8130,American (New)
8130,Burgers
8131,Seafood
8131,Fish & Chips
8131,Live/Raw Food
8132,Seafood
8133,American (New)
8133,Breakfast & Brunch
8133,Sandwiches
8134,Mexican
8135,Seafood
8135,Hawaiian
8135,Poke
8136,Seafood
8136,Southern
8137,Pizza
8137,Salad
8137,Italian
8138,Burgers
8138,American (New)
8138,Hawaiian
8139,Mexican
8140,Mexican
8140,American (New)
8140,Comfort Food
8141,Vegetarian
8141,Vegan
8141,American (New)
8142,Creperies
8142,Breakfast & Brunch
8142,American (New)
8143,Pizza
8143,Italian
8144,American (New)
8144,Sushi Bars
8145,American (New)
8146,Mexican
8146,Salad
8146,Soup
8147,Seafood
8148,Coffee & Tea
8148,Juice Bars & Smoothies
8148,Breakfast & Brunch
8149,American (New)
8150,Mexican
8150,Breakfast & Brunch
8151,Breweries
8152,Steakhouses
8152,Seafood
8153,Wine Bars
8153,Tapas/Small Plates
8154,Latin American
8154,Puerto Rican
8154,Cuban
8155,Breakfast & Brunch
8155,American (Traditional)
8156,Peruvian
8157,American (New)
8157,Breakfast & Brunch
8157,Desserts
8158,Wine Bars
8158,Pizza
8158,Italian
8159,Southern
8159,Barbeque
8159,Comfort Food
8160,Italian
8161,Sushi Bars
8161,Barbeque
8162,Vietnamese
8162,Noodles
8162,Bubble Tea
8163,American (New)
8163,Comfort Food
8163,Cocktail Bars
8164,Breweries
8164,American (Traditional)
8165,Sandwiches
8165,American (New)
8166,Breakfast & Brunch
8167,Italian
8168,French
8168,Salad
8168,Cafes
8169,American (New)
8169,Breweries
8169,Pizza
8170,Mexican
8171,Burgers
8172,Asian Fusion
8172,Chinese
8172,Vietnamese
8173,Japanese
8173,Sushi Bars
8174,Mediterranean
8174,Gluten-Free
8174,Salad
8175,American (New)
8175,Bars
8175,Gastropubs
8176,American (New)
8176,Desserts
8176,Cocktail Bars
8177,Breakfast & Brunch
8177,Cafes
8178,American (Traditional)
8179,Breakfast & Brunch
8180,Mediterranean
8180,American (New)
8180,Breakfast & Brunch
8181,Italian
8181,Seafood
8182,American (Traditional)
8182,Breakfast & Brunch
8183,Vietnamese
8183,Noodles
8183,Soup
8184,Dim Sum
8185,Mexican
8185,American (Traditional)
8186,American (Traditional)
8186,Breakfast & Brunch
8187,Creperies
8187,American (New)
8187,Breakfast & Brunch
8188,Thai
8188,Noodles
8189,Italian
8190,Mexican
8191,Delis
8191,Diners
8192,Vietnamese
8193,Mexican
8194,French
8195,Pizza
8195,Italian
8196,Breakfast & Brunch
8197,Thai
8197,Vegetarian
8197,Vegan
8198,Irish
8198,Pubs
8199,Thai
8199,Vegetarian
8200,Seafood
8200,Fish & Chips
8201,Italian
8201,Pizza
8202,Tapas Bars
8202,Wineries
8203,Brasseries
8203,Sports Bars
8203,Mexican
8204,Burgers
8204,American (Traditional)
8205,Chilean
8206,Sandwiches
8207,Latin American
8208,French
8209,Wine Bars
8209,Chilean
8209,Cocktail Bars
8210,Brasseries
8211,Bars
8211,Peruvian
8211,Chilean
8212,Spanish
8212,Bars
8213,Chilean
8213,International
8214,Chilean
8215,Brasseries
8215,Italian
8216,Seafood
8216,Cocktail Bars
8217,Seafood
8218,Burgers
8218,Sandwiches
8219,Peruvian
8220,Vegan
8220,Vegetarian
8221,Mexican
8222,Pubs
8222,Venezuelan
8223,Tapas Bars
8223,Spanish
8224,Sandwiches
8225,Breakfast & Brunch
8225,Modern European
8226,Chilean
8227,Peruvian
8228,Bars
8228,Italian
8228,Pizza
8229,Peruvian
8230,Sandwiches
8230,Peruvian
8231,Cafeteria
8232,Pizza
8232,Italian
8233,Indian
8234,Coffee & Tea
8234,Portuguese
8235,Italian
8235,Latin American
8236,Sandwiches
8237,International
8238,Indian
8239,French
8240,Mediterranean
8240,Latin American
8241,Brasseries
8241,Cafes
8241,Breakfast & Brunch
8242,Chilean
8243,Vegetarian
8243,Salad
8243,Juice Bars & Smoothies
8244,Peruvian
8245,Seafood
8246,Chilean
8247,Sandwiches
8247,Latin American
8247,Empanadas
8248,Peruvian
8248,Rotisserie Chicken
8249,Vegetarian
8249,Breakfast & Brunch
8250,French
8250,Chilean
8251,Seafood
8252,Sushi Bars
8252,Japanese
8253,Indian
8253,Mexican
8254,French
8254,Breakfast & Brunch
8255,Steakhouses
8255,American (Traditional)
8255,Desserts
8256,Italian
8257,Coffee & Tea
8257,Breakfast & Brunch
8257,Sandwiches
8258,Seafood
8258,American (Traditional)
8259,Italian
8259,Pizza
8259,Bars
8260,Seafood
8260,Italian
8261,American (New)
8261,Burgers
8261,Salad
8262,Seafood
8262,Steakhouses
8262,Bars
8263,American (New)
8264,Seafood
8264,American (Traditional)
8264,Burgers
8265,Mexican
8266,Breakfast & Brunch
8266,Seafood
8266,American (Traditional)
8267,Mexican
8268,Coffee & Tea
8268,Breakfast & Brunch
8268,Sandwiches
8269,Burgers
8270,Italian
8270,Coffee & Tea
8271,French
8271,American (New)
8272,Italian
8272,Jazz & Blues
8273,Delis
8273,Sandwiches
8274,Mexican
8275,Seafood
8275,American (New)
8276,Italian
8276,Bars
8277,Chinese
8278,Himalayan/Nepalese
8278,Indian
8279,Italian
8280,Breakfast & Brunch
8280,Cafes
8281,Breakfast & Brunch
8281,Cafes
8281,Burgers
8282,Italian
8282,Music Venues
8282,Seafood
8283,Italian
8283,Pizza
8283,Wine Bars
8284,Thai
8285,Breakfast & Brunch
8285,American (New)
8285,Mexican
8286,Delis
8287,Pakistani
8287,Indian
8288,American (Traditional)
8288,Fish & Chips
8289,Delis
8289,Sandwiches
8290,Pizza
8290,Italian
8290,Desserts
8291,Steakhouses
8292,Italian
8292,Pizza
8292,Mediterranean
8293,Thai
8294,Chinese
8295,Italian
8296,Japanese
8296,Sushi Bars
8297,Thai
8297,Asian Fusion
8298,Pizza
8299,Delis
8299,Sandwiches
8300,Grocery
8300,Farmers Market
8300,Delis
8301,Southern
8302,Southern
8302,American (Traditional)
8303,Ice Cream & Frozen Yogurt
8303,Sandwiches
8303,Coffee & Tea
8304,Cajun/Creole
8304,Breakfast & Brunch
8304,American (New)
8305,Vegetarian
8305,Sandwiches
8305,South African
8306,American (New)
8306,Bars
8306,Southern
8307,Southern
8308,Breakfast & Brunch
8308,Sandwiches
8308,Bakeries
8309,Pizza
8310,Southern
8311,American (New)
8311,Breakfast & Brunch
8311,Cocktail Bars
8312,Southern
8312,American (Traditional)
8312,Burgers
8313,Southern
8313,Cajun/Creole
8313,American (Traditional)
8314,Seafood
8314,Southern
8315,Cafes
8315,Breakfast & Brunch
8315,American (New)
8316,American (New)
8316,Bars
8316,Burgers
8317,Southern
8317,Soul Food
8317,Caribbean
8318,American (Traditional)
8318,Southern
8318,Bars
8319,American (New)
8319,Breakfast & Brunch
8320,Vietnamese
8320,Noodles
8321,American (New)
8321,Pubs
8321,Gastropubs
8322,Pubs
8322,Burgers
8322,American (New)
8323,Bars
8323,Seafood
8324,Tex-Mex
8324,Mexican
8324,Sandwiches
8325,Jazz & Blues
8325,Bars
8325,Tapas Bars
8326,Southern
8326,Soul Food
8326,Caterers
8327,Breakfast & Brunch
8328,Bars
8328,American (Traditional)
8329,Coffee & Tea
8329,Vegan
8329,Vegetarian
8330,Soul Food
8330,Southern
8330,Breakfast & Brunch
8331,Mexican
8332,Caribbean
8333,American (New)
8334,American (Traditional)
8334,Gastropubs
8334,Breakfast & Brunch
8335,Seafood
8336,Steakhouses
8336,Southern
8336,Breakfast & Brunch
8337,American (Traditional)
8337,Pubs
8338,American (New)
8339,Seafood
8340,Pubs
8340,French
8341,American (New)
8341,Seafood
8341,Burgers
8342,American (New)
8342,Cocktail Bars
8343,Italian
8343,Cafes
8343,Seafood
8344,Pubs
8344,Scottish
8344,Sandwiches
8345,American (New)
8345,Comfort Food
8346,American (New)
8347,Seafood
8347,American (Traditional)
8347,Bars
8348,Diners
8348,Breakfast & Brunch
8349,Bakeries
8349,Coffee & Tea
8349,Sandwiches
8350,Cuban
8350,Seafood
8350,Cocktail Bars
8351,Breakfast & Brunch
8351,Juice Bars & Smoothies
8351,Ice Cream & Frozen Yogurt
8352,American (Traditional)
8352,Breweries
8352,Burgers
8353,Chinese
8354,Chinese
8355,American (New)
8355,Wine Bars
8355,Breakfast & Brunch
8356,Brazilian
8356,Steakhouses
8356,Venues & Event Spaces
8357,Japanese
8357,Sushi Bars
8358,American (Traditional)
8358,Steakhouses
8358,Bars
8359,Burgers
8359,American (Traditional)
8359,Beer Bar
8360,Seafood
8361,Korean
8362,Barbeque
8362,Steakhouses
8362,Seafood
8363,Pizza
8363,Italian
8364,Wine Bars
8364,Wine Tasting Room
8364,American (New)
8365,Chinese
8365,Thai
8366,Japanese
8366,Lounges
8367,American (Traditional)
8367,Dinner Theater
8368,American (New)
8368,Bars
8369,American (New)
8369,Wineries
8370,Breakfast & Brunch
8370,Burgers
8370,Sandwiches
8371,American (Traditional)
8371,Desserts
8372,Italian
8372,Bars
8373,Chinese
8373,Malaysian
8373,Noodles
8374,Brazilian
8374,Steakhouses
8374,Buffets
8375,Hot Dogs
8375,Salad
8375,Burgers
8376,Bars
8376,Seafood
8376,Latin American
8377,Breweries
8377,Burgers
8377,American (Traditional)
8378,American (Traditional)
8378,Burgers
8378,Bars
8379,American (Traditional)
8379,Sports Bars
8379,Sandwiches
8380,American (New)
8380,Bowling
8380,Arcades
8381,Food Trucks
8381,Sandwiches
8382,Ramen
8383,Middle Eastern
8383,Mediterranean
8384,Seafood
8385,Indian
8386,Chinese
8386,Noodles
8387,American (Traditional)
8387,Burgers
8387,Seafood
8388,Chinese
8388,Asian Fusion
8388,Gluten-Free
8389,Breweries
8389,American (Traditional)
8390,Mexican
8391,Italian
8391,Gluten-Free
8391,Tapas Bars
8392,Performing Arts
8392,Comedy Clubs
8393,Vietnamese
8393,Taiwanese
8393,Asian Fusion
8394,Sushi Bars
8395,Italian
8396,French
8396,Indian
8397,African
8398,Burgers
8399,Breakfast & Brunch
8400,Japanese
8400,Sushi Bars
8400,Seafood
8401,Gastropubs
8401,American (New)
8401,Salad
8402,Latin American
8402,Mexican
8402,Bars
8403,Burgers
8403,Bars
8403,American (New)
8404,American (New)
8404,Breakfast & Brunch
8404,Venues & Event Spaces
8405,American (New)
8405,Music Venues
8406,Italian
8406,Delis
8406,Sandwiches
8407,Brazilian
8407,Steakhouses
8407,Seafood
8408,Cafes
8408,Breakfast & Brunch
8408,Sandwiches
8409,American (New)
8409,Vegetarian
8409,Vegan
8410,American (Traditional)
8410,Bars
8410,Steakhouses
8411,American (Traditional)
8412,Steakhouses
8413,Mexican
8413,Asian Fusion
8414,Burgers
8415,Japanese
8415,Sushi Bars
8415,Steakhouses
8416,American (New)
8416,Sandwiches
8417,Comfort Food
8417,Sandwiches
8417,Gastropubs
8418,American (New)
8418,Juice Bars & Smoothies
8418,Breakfast & Brunch
8419,Seafood
8419,Fish & Chips
8419,Tacos
8420,American (Traditional)
8420,Lounges
8420,Chicken Wings
8421,Mexican
8422,American (Traditional)
8422,Gastropubs
8422,"Beer, Wine & Spirits"
8423,Mexican
8423,Bars
8423,Breakfast & Brunch
8424,Middle Eastern
8424,Persian/Iranian
8424,Mediterranean
8425,Pubs
8425,Breweries
8425,American (New)
8426,Mexican
8427,Japanese
8427,Sushi Bars
8428,American (New)
8428,Desserts
8428,Wine Bars
8429,American (New)
8430,Italian
8430,Pizza
8431,British
8431,Pubs
8432,Seafood
8432,Steakhouses
8432,Lounges
8433,Breakfast & Brunch
8433,American (Traditional)
8433,Sandwiches
8434,Italian
8435,Italian
8435,Wine Bars
8436,Hawaiian
8437,Gastropubs
8437,American (New)
8438,Seafood
8438,Steakhouses
8438,Wine Bars
8439,Seafood
8439,Hawaiian
8439,Poke
8440,French
8441,American (New)
8441,Steakhouses
8441,American (Traditional)
8442,American (New)
8443,American (New)
8443,Distilleries
8443,Breakfast & Brunch
8444,American (New)
8444,Lounges
8445,Seafood
8445,Steakhouses
8445,Lounges
8446,American (New)
8446,Modern European
8446,Ramen
8447,American (New)
8447,Salad
8448,American (Traditional)
8448,Breakfast & Brunch
8448,Sandwiches
8449,American (Traditional)
8449,Lounges
8450,American (New)
8450,French
8450,Burgers
8451,Seafood
8451,American (Traditional)
8451,Soup
8452,Caribbean
8452,Cuban
8452,Sandwiches
8453,Bakeries
8453,Russian
8454,Pizza
8455,Japanese
8455,Sushi Bars
8456,Greek
8456,Mediterranean
8456,Breakfast & Brunch
8457,Cajun/Creole
8457,Breakfast & Brunch
8457,Bars
8458,Sushi Bars
8458,Japanese
8459,Italian
8459,Wine Bars
8459,Gluten-Free
8460,Seafood
8460,Live/Raw Food
8460,Cafes
8461,American (New)
8461,Breakfast & Brunch
8461,Vegan
8462,American (New)
8462,Wine Bars
8462,Desserts
8463,Bakeries
8463,Coffee & Tea
8463,Breakfast & Brunch
8464,Breakfast & Brunch
8464,Coffee & Tea
8464,Sandwiches
8465,Sushi Bars
8465,Japanese
8466,Taiwanese
8466,Shanghainese
8466,Dim Sum
8467,Pizza
8467,Sandwiches
8467,Bars
8468,Italian
8468,Tapas/Small Plates
8468,Cocktail Bars
8469,American (New)
8469,Seafood
8469,Breakfast & Brunch
8470,Sandwiches
8470,Meat Shops
8471,American (New)
8471,Pubs
8472,Seafood
8472,Live/Raw Food
8472,Tapas/Small Plates
8473,Modern European
8473,American (New)
8473,Breakfast & Brunch
8474,Barbeque
8474,Dim Sum
8474,Cantonese
8475,Vietnamese
8475,Noodles
8476,Asian Fusion
8476,Korean
8477,Vietnamese
8477,Sandwiches
8477,Noodles
8478,American (New)
8478,Seafood
8479,Seafood
8479,Steakhouses
8479,Asian Fusion
8480,American (New)
8480,Gastropubs
8480,Tapas/Small Plates
8481,American (New)
8481,Bars
8481,Desserts
8482,American (New)
8482,Tapas/Small Plates
8483,American (Traditional)
8483,Breakfast & Brunch
8484,Sushi Bars
8484,Japanese
8485,Mexican
8485,Sandwiches
8486,Italian
8486,Wine Bars
8487,American (New)
8487,Cocktail Bars
8488,Cantonese
8488,Noodles
8489,American (New)
8489,Cocktail Bars
8490,Italian
8490,Tapas/Small Plates
8491,Barbeque
8491,Seafood
8491,Cantonese
8492,Mediterranean
8492,Middle Eastern
8492,Greek
8493,Italian
8494,Mexican
8495,American (New)
8495,Gastropubs
8496,Bars
8496,American (New)
8496,Breakfast & Brunch
8497,Spanish
8497,Tapas Bars
8497,Basque
8498,American (New)
8498,Seafood
8499,Seafood
8500,Italian
8500,Noodles
8500,Pasta Shops
8501,Food Stands
8501,Chicken Shop
8501,Hainan
8502,Seafood
8503,Chinese
8504,Chinese
8505,Ramen
8506,Taiwanese
8506,Dim Sum
8507,Italian
8507,Pizza
8508,French
8508,Desserts
8509,Cafes
8509,Coffee Roasteries
8510,Indian
8510,Halal
8511,Bars
8511,Middle Eastern
8512,Korean
8512,Mexican
8512,Asian Fusion
8513,Chinese
8513,Noodles
8514,Bagels
8514,Breakfast & Brunch
8514,Sandwiches
8515,Seafood
8516,Noodles
8517,Modern European
8517,American (Traditional)
8518,Ramen
8519,Dim Sum
8519,Shanghainese
8519,Taiwanese
8520,Hawker Centre
8520,Food Court
8521,Italian
8522,American (Traditional)
8522,Steakhouses
8523,Singaporean
8524,Dim Sum
8525,Taiwanese
8525,Shanghainese
8525,Dim Sum
8526,Modern European
8526,Asian Fusion
8527,Indian
8527,Vegetarian
8528,Australian
8528,Steakhouses
8528,Barbeque
8529,Chinese
8529,Indian
8529,Buffets
8530,Seafood
8531,Modern European
8531,Australian
8532,Tapas/Small Plates
8532,Cocktail Bars
8533,Vietnamese
8534,Indian
8535,Indian
8536,Sushi Bars
8536,Japanese
8537,Breakfast & Brunch
8537,Coffee & Tea
8538,French
8539,Singaporean
8539,Chinese
8539,Noodles
8540,Szechuan
8541,Chicken Shop
8541,Hainan
8542,Chinese
8542,Asian Fusion
8543,Shanghainese
8543,Dim Sum
8543,Noodles
8544,Spanish
8544,Modern European
8544,Tapas/Small Plates
8545,Mediterranean
8545,Tapas/Small Plates
8546,Japanese
8546,Steakhouses
8547,Ramen
8548,French
8549,Indian
8550,Cafes
8550,Coffee & Tea
8551,Hot Dogs
8551,Burgers
8552,Barbeque
8552,American (Traditional)
8552,Desserts
8553,Pizza
8553,Italian
8554,Breakfast & Brunch
8554,American (Traditional)
8555,Afghan
8556,Pizza
8556,Italian
8557,Indian
8557,Vegetarian
8558,Latin American
8559,Mexican
8560,Pizza
8560,Beer Bar
8560,Cocktail Bars
8561,Delis
8561,Bakeries
8561,Sandwiches
8562,Sushi Bars
8562,Japanese
8563,Hot Dogs
8563,Salad
8563,Burgers
8564,Mexican
8564,Tex-Mex
8565,Italian
8566,Italian
8566,Bars
8567,Desserts
8567,American (Traditional)
8568,Southern
8568,Cajun/Creole
8568,Seafood
8569,Middle Eastern
8570,Greek
8570,Mediterranean
8571,Sushi Bars
8571,Japanese
8572,American (New)
8573,Barbeque
8573,Greek
8574,Sushi Bars
8574,Steakhouses
8574,Japanese
8575,Diners
8576,Mexican
8577,Cuban
8577,Latin American
8577,Caribbean
8578,Italian
8578,Pizza
8579,Seafood
8579,Cocktail Bars
8580,Mediterranean
8580,Middle Eastern
8581,Hot Dogs
8581,Burgers
8581,Fast Food
8582,Chicken Wings
8582,American (Traditional)
8582,Sports Bars
8583,Breakfast & Brunch
8584,Delis
8584,Bagels
8584,American (Traditional)
8585,Burgers
8585,American (Traditional)
8586,Vietnamese
8586,Asian Fusion
8586,Soup
8587,Chinese
8588,Burgers
8588,Ice Cream & Frozen Yogurt
8588,American (Traditional)
8589,Seafood
8590,Cuban
8590,Bars
8590,Cafes
8591,Thai
8592,Pizza
8592,Sports Bars
8592,American (Traditional)
8593,Burgers
8594,Pubs
8594,American (Traditional)
8595,Burgers
8595,Hot Dogs
8595,Sandwiches
8596,Comfort Food
8596,Pizza
8596,Burgers
8597,Steakhouses
8598,Mexican
8599,Pakistani
8599,Indian
8600,Thai
8601,American (New)
8601,Pizza
8601,Cocktail Bars
8602,Barbeque
8602,Bars
8602,Sandwiches
8603,Mediterranean
8604,American (New)
8604,Bars
8604,Breakfast & Brunch
8605,Tapas/Small Plates
8605,Wine Bars
8605,Cocktail Bars
8606,Spanish
8606,Tapas Bars
8606,Basque
8607,Coffee & Tea
8607,Sandwiches
8608,Breakfast & Brunch
8608,Middle Eastern
8608,Mediterranean
8609,American (Traditional)
8609,Breakfast & Brunch
8610,Italian
8610,Pizza
8611,Breakfast & Brunch
8611,American (Traditional)
8612,Burgers
8612,American (New)
8613,Bakeries
8613,Breakfast & Brunch
8613,Portuguese
8614,Bars
8614,Gastropubs
8614,American (New)
8615,Pizza
8615,American (Traditional)
8615,Bars
8616,Sandwiches
8616,Pasta Shops
8617,American (New)
8617,Desserts
8617,Cocktail Bars
8618,Southern
8618,Cajun/Creole
8619,Seafood
8619,Sandwiches
8620,Ramen
8620,Noodles
8621,Latin American
8621,Brazilian
8621,Seafood
8622,American (Traditional)
8622,Bars
8623,Ramen
8624,Beer Bar
8624,American (New)
8624,Tacos
8625,Mexican
8626,Burgers
8626,American (Traditional)
8627,American (New)
8627,Bars
8628,American (New)
8628,Cocktail Bars
8629,Mexican
8630,Indian
8630,Buffets
8631,Middle Eastern
8631,Moroccan
8631,Turkish
8632,American (New)
8632,Cocktail Bars
8632,Wine Bars
8633,Bakeries
8633,Salad
8633,Breakfast & Brunch
8634,American (Traditional)
8634,Irish Pub
8635,Creperies
8635,Coffee & Tea
8636,Vegetarian
8636,Middle Eastern
8636,Falafel
8637,Thai
8638,Coffee & Tea
8638,Breakfast & Brunch
8638,Bakeries
8639,Lounges
8639,American (Traditional)
8639,Burgers
8640,Mexican
8640,Latin American
8640,Breakfast & Brunch
8641,Pizza
8641,Bowling
8641,Vegetarian
8642,Bars
8642,American (New)
8643,Indian
8643,Halal
8644,Mexican
8645,American (New)
8646,Mexican
8647,American (New)
8647,Sports Bars
8647,Breakfast & Brunch
8648,American (New)
8648,Bars
8648,British
8649,Barbeque
8649,Southern
8649,American (Traditional)
8650,American (Traditional)
8650,Pubs
8651,French
8651,Cocktail Bars
8651,Breakfast & Brunch
8652,American (New)
8652,Breakfast & Brunch
8653,Coffee & Tea
8653,American (Traditional)
8653,Breakfast & Brunch
8654,Portuguese
8654,Wine Bars
8654,Mediterranean
8655,Pizza
8655,Italian
8656,Italian
8657,American (Traditional)
8657,Pubs
8658,Bakeries
8658,Desserts
8658,Cafes
8659,Mexican
8659,Coffee & Tea
8660,Cheese Shops
8660,Sandwiches
8660,Barbeque
8661,Mexican
8662,American (New)
8662,Venues & Event Spaces
8663,Breakfast & Brunch
8663,American (Traditional)
8663,Cafes
8664,Himalayan/Nepalese
8664,Indian
8665,Wineries
8665,Pizza
8666,French
8666,American (New)
8667,American (Traditional)
8667,Whiskey Bars
8667,Music Venues
8668,Irish
8668,Pubs
8669,American (New)
8670,American (New)
8670,Seafood
8670,Tapas Bars
8671,Breakfast & Brunch
8671,Burgers
8671,Steakhouses
8672,Seafood
8672,Steakhouses
8672,American (Traditional)
8673,Italian
8674,Mexican
8675,Pizza
8675,Italian
8676,Mexican
8676,Bars
8677,Delis
8677,Cafes
8677,Breakfast & Brunch
8678,Grocery
8678,Specialty Food
8678,Delis
8679,Italian
8680,American (New)
8680,Wine Bars
8681,Mexican
8682,Breakfast & Brunch
8683,Diners
8683,Breakfast & Brunch
8683,American (Traditional)
8684,Sushi Bars
8684,Asian Fusion
8684,Ramen
8685,Italian
8685,Venues & Event Spaces
8685,Pizza
8686,Indian
8687,Mexican
8688,Italian
8688,American (New)
8688,Mediterranean
8689,Mexican
8690,Delis
8691,Delis
8691,Wine Bars
8692,Coffee Roasteries
8692,Barbeque
8693,American (Traditional)
8693,Burgers
8693,Hot Dogs
8694,Barbeque
8694,"Beer, Wine & Spirits"
8694,Pop-Up Restaurants
8695,Seafood
8695,Steakhouses
8695,"Beer, Wine & Spirits"
8696,Mexican
8696,Bars
8697,American (Traditional)
8697,Diners
8697,Breakfast & Brunch
8698,American (Traditional)
8698,Breakfast & Brunch
8699,Pizza
8699,Italian
8700,Mexican
8701,Pizza
8701,Bars
8702,Pubs
8702,Scottish
8703,Vegetarian
8703,Cafes
8703,Juice Bars & Smoothies
8704,American (New)
8704,Breakfast & Brunch
8705,Breakfast & Brunch
8706,Sushi Bars
8706,Japanese
8706,Asian Fusion
8707,American (Traditional)
8707,Breweries
8708,Latin American
8708,Mexican
8708,Cocktail Bars
8709,Sushi Bars
8709,Japanese
8709,Vegan
8710,Breakfast & Brunch
8710,American (Traditional)
8710,Sandwiches
8711,Buffets
8711,American (New)
8711,Mongolian
8712,Hawaiian
8712,Sushi Bars
8713,Venues & Event Spaces
8713,American (New)
8714,Hawaiian
8714,American (Traditional)
8714,Gluten-Free
8715,German
8715,Bars
8716,Sports Bars
8716,Burgers
8716,Steakhouses
8717,Thai
8718,Pubs
8718,Breweries
8719,Buffets
8719,Italian
8719,Seafood
8720,American (New)
8720,Modern European
8720,Bars
8721,Italian
8721,Seafood
8722,Pizza
8722,American (New)
8722,"Beer, Wine & Spirits"
8723,Thai
8723,Noodles
8723,Soup
8724,Coffee & Tea
8724,Breakfast & Brunch
8725,Mediterranean
8725,Greek
8726,Cafes
8726,Waffles
8726,Breakfast & Brunch
8727,Burgers
8727,Hot Dogs
8727,Sandwiches
8728,Burgers
8728,Chicken Wings
8728,Salad
8729,Indian
8729,Buffets
8729,Breakfast & Brunch
8730,Barbeque
8730,Bars
8731,American (New)
8731,Breweries
8731,Pubs
8732,Coffee & Tea
8732,Sandwiches
8732,Cafes
8733,Breakfast & Brunch
8733,Salad
8733,Burgers
8734,Pizza
8734,Salad
8735,Italian
8735,Nightlife
8736,Breakfast & Brunch
8736,Mediterranean
8736,Cocktail Bars
8737,Breakfast & Brunch
8737,American (Traditional)
8738,Italian
8738,Wine Bars
8739,Burgers
8740,Pubs
8740,American (Traditional)
8740,Burgers
8741,Mexican
8741,Bars
8742,American (New)
8742,Burgers
8742,Music Venues
8743,Seafood
8743,Steakhouses
8744,Bars
8744,Seafood
8744,Salad
8745,Steakhouses
8745,Seafood
8746,Pizza
8746,American (New)
8746,"Beer, Wine & Spirits"
8747,Mexican
8747,Food Trucks
8748,American (New)
8749,Italian
8749,Pizza
8750,Breakfast & Brunch
8750,Cafes
8751,Museums
8751,Venues & Event Spaces
8751,Cafes
8752,Mexican
8753,Cafes
8753,Vegetarian
8753,Coffee & Tea
8754,Scandinavian
8754,Modern European
8755,Swedish
8755,Specialty Food
8755,Delicatessen
8756,Burgers
8756,Fast Food
8757,Scandinavian
8757,Traditional Swedish
8758,Bakeries
8758,Cafes
8758,Desserts
8759,Brasseries
8759,Bars
8760,Scandinavian
8760,Traditional Swedish
8761,Barbeque
8761,Tapas Bars
8761,Swedish
8762,Grocery
8762,Seafood
8763,Cocktail Bars
8763,French
8764,Coffee & Tea
8764,Cafes
8764,Professional Services
8765,Seafood
8765,Scandinavian
8765,Food Stands
8766,Salad
8766,Cafes
8766,Breakfast & Brunch
8767,French
8767,Burgers
8768,Indonesian
8768,Vietnamese
8768,Thai
8769,Restaurants
8769,Cocktail Bars
8770,Gastropubs
8770,Pubs
8771,Italian
8772,Sushi Bars
8772,Japanese
8773,Coffee & Tea
8773,Breakfast & Brunch
8773,Cafes
8774,Modern European
8774,Breakfast & Brunch
8774,Cocktail Bars
8775,Scandinavian
8775,Dive Bars
8775,Traditional Swedish
8776,Swedish
8776,Breakfast & Brunch
8776,French
8777,Burgers
8778,Swedish
8779,Scandinavian
8779,Belgian
8779,Beer Bar
8780,Scandinavian
8780,Traditional Swedish
8781,Breweries
8781,Pizza
8781,Beer Gardens
8782,Bars
8782,Seafood
8783,Bistros
8783,Bakeries
8783,Cafes
8784,Bistros
8784,Scandinavian
8785,Japanese
8785,Sushi Bars
8786,Steakhouses
8786,Breakfast & Brunch
8787,Asian Fusion
8787,Bars
8787,Bistros
8788,Food Court
8789,Swedish
8789,Scandinavian
8790,Middle Eastern
8791,Thai
8792,Argentine
8792,Brazilian
8792,Latin American
8793,Grocery
8793,Farmers Market
8793,Swedish
8794,Cafes
8794,Breakfast & Brunch
8794,Coffee & Tea
8795,Bars
8795,Scandinavian
8795,Traditional Swedish
8796,Scandinavian
8797,Bars
8797,Scandinavian
8798,Swedish
8798,Traditional Swedish
8799,Cafes
8799,Soup
8799,Ramen
8800,Vegan
8800,Vegetarian
8801,Cafes
8802,American (New)
8802,Seafood
8802,Pizza
8803,American (New)
8803,Breweries
8803,Pizza
8804,Burgers
8804,Hot Dogs
8805,Thai
8806,Sushi Bars
8806,Japanese
8807,Burgers
8807,American (Traditional)
8807,Breakfast & Brunch
8808,Chinese
8809,Vietnamese
8810,Breakfast & Brunch
8810,Caterers
8810,Cajun/Creole
8811,Mediterranean
8811,Italian
8811,American (Traditional)
8812,Mexican
8813,Sandwiches
8813,Bakeries
8813,Salad
8814,Italian
8814,Desserts
8814,Soup
8815,Japanese
8815,Sushi Bars
8816,Seafood
8816,American (Traditional)
8816,Italian
8817,Japanese
8817,Sushi Bars
8818,Chicken Wings
8818,Pizza
8818,Burgers
8819,Indian
8820,Sushi Bars
8820,Japanese
8821,Pizza
8821,Italian
8821,Sandwiches
8822,Steakhouses
